480,1%,1%,3%,58%,12%,25%,2.84%,7.61%,0.3725
481,13%,46%,7%,8%,4%,22%,2.80%,4.23%,0.6613
482,10%,31%,8%,42%,6%,3%,3.04%,6.20%,0.4895
483,12%,17%,42%,4%,1%,24%,4.55%,9.14%,0.4973
484,5%,48%,28%,6%,3%,10%,3.48%,6.49%,0.5366
485,7%,4%,30%,39%,10%,10%,4.26%,9.43%,0.4510
486,53%,9%,6%,1%,5%,26%,4.53%,11.41%,0.3970
487,83%,14%,0%,0%,0%,3%,5.25%,17.57%,0.2987
488,18%,28%,14%,1%,15%,24%,3.74%,5.51%,0.6779
489,41%,10%,43%,3%,2%,1%,5.82%,12.90%,0.4509
490,27%,4%,58%,0%,5%,6%,6.11%,13.33%,0.4585
491,8%,5%,13%,45%,29%,0%,4.04%,7.68%,0.5263
492,18%,10%,33%,25%,12%,2%,4.81%,9.32%,0.5153
493,3%,23%,59%,7%,6%,2%,5.17%,12.10%,0.4272
494,37%,26%,5%,29%,1%,2%,3.78%,8.02%,0.4706
495,12%,60%,3%,5%,1%,19%,2.39%,4.25%,0.5608
496,28%,3%,24%,21%,23%,1%,5.10%,8.85%,0.5764
497,61%,27%,1%,2%,6%,3%,4.55%,13.08%,0.3474
498,25%,49%,2%,0%,5%,19%,3.01%,6.26%,0.4797
499,1%,19%,38%,38%,3%,1%,4.13%,10.72%,0.3848
500,51%,9%,6%,2%,27%,5%,5.12%,11.27%,0.4538
501,1%,4%,20%,72%,1%,2%,3.41%,11.52%,0.2959
502,15%,33%,20%,24%,4%,4%,3.68%,6.82%,0.5388
503,33%,0%,32%,21%,7%,7%,5.24%,10.51%,0.4983
504,7%,9%,37%,20%,26%,1%,4.97%,9.32%,0.5327
505,32%,24%,2%,24%,6%,12%,3.56%,6.76%,0.5263
506,28%,9%,17%,21%,5%,20%,4.18%,7.55%,0.5538
507,19%,3%,14%,38%,2%,24%,3.70%,7.02%,0.5263
508,20%,26%,25%,11%,4%,14%,4.10%,7.40%,0.5533
509,17%,26%,11%,19%,16%,11%,3.68%,5.44%,0.6760
510,6%,16%,36%,28%,1%,13%,4.13%,9.43%,0.4380
511,8%,1%,25%,47%,12%,7%,4.16%,9.41%,0.4421
512,6%,2%,49%,43%,0%,0%,4.90%,13.25%,0.3694
513,29%,10%,38%,12%,7%,4%,5.28%,10.63%,0.4966
514,45%,26%,3%,9%,13%,4%,4.26%,9.64%,0.4413
515,4%,1%,67%,4%,17%,7%,6.04%,13.57%,0.4447
516,15%,31%,5%,35%,4%,10%,2.99%,5.34%,0.5602
517,13%,18%,50%,11%,0%,8%,4.99%,11.13%,0.4478
518,24%,28%,24%,1%,12%,11%,4.39%,7.69%,0.5702
519,20%,49%,18%,7%,5%,1%,3.64%,6.65%,0.5477
520,0%,10%,19%,69%,1%,1%,3.28%,11.05%,0.2964
521,34%,26%,33%,7%,0%,0%,4.92%,10.54%,0.4664
522,22%,16%,4%,49%,7%,2%,3.46%,6.83%,0.5060
523,16%,19%,21%,42%,2%,0%,3.87%,8.40%,0.4599
524,2%,39%,46%,0%,2%,11%,4.25%,9.17%,0.4629
525,39%,16%,1%,19%,21%,4%,4.26%,8.17%,0.5211
526,4%,16%,24%,43%,13%,0%,3.89%,8.83%,0.4399
527,5%,26%,13%,23%,14%,19%,3.26%,5.04%,0.6456
528,3%,9%,6%,77%,4%,1%,2.88%,10.10%,0.2851
529,66%,2%,28%,1%,1%,2%,6.07%,15.56%,0.3899
530,12%,5%,11%,37%,6%,29%,3.37%,6.05%,0.5575
531,48%,20%,2%,13%,2%,15%,4.05%,9.94%,0.4071
532,19%,59%,2%,1%,1%,18%,2.60%,5.40%,0.4816
533,19%,23%,2%,37%,2%,17%,2.99%,5.34%,0.5597
534,18%,18%,5%,59%,0%,0%,3.18%,7.68%,0.4135
535,17%,24%,6%,34%,16%,3%,3.51%,5.68%,0.6185
536,13%,1%,24%,55%,0%,7%,3.99%,10.06%,0.3966
537,67%,1%,4%,3%,18%,7%,5.43%,14.20%,0.3824
538,5%,72%,8%,2%,6%,7%,2.43%,4.28%,0.5682
539,7%,16%,19%,23%,34%,1%,4.29%,6.78%,0.6317
540,2%,5%,61%,6%,24%,2%,5.86%,12.59%,0.4650
541,3%,31%,49%,8%,9%,0%,4.73%,10.30%,0.4588
542,7%,5%,56%,19%,6%,7%,5.33%,12.53%,0.4253
543,16%,34%,22%,19%,3%,6%,3.76%,6.94%,0.5414
544,31%,56%,4%,5%,3%,1%,3.28%,7.52%,0.4357
545,10%,39%,22%,28%,0%,1%,3.45%,7.19%,0.4791
546,18%,34%,20%,18%,3%,7%,3.73%,6.77%,0.5508
547,41%,19%,10%,29%,0%,1%,4.19%,9.15%,0.4581
548,31%,23%,5%,3%,34%,4%,4.41%,7.70%,0.5728
549,2%,25%,44%,0%,5%,24%,4.31%,8.70%,0.4946
550,30%,14%,11%,7%,12%,26%,4.08%,7.08%,0.5759
551,7%,19%,7%,38%,13%,16%,3.12%,5.59%,0.5569
552,7%,21%,46%,11%,4%,11%,4.65%,10.03%,0.4636
553,11%,25%,49%,0%,8%,7%,5.01%,10.23%,0.4893
554,12%,68%,4%,1%,13%,2%,2.74%,4.85%,0.5644
555,28%,19%,39%,4%,6%,4%,5.18%,10.44%,0.4955
556,17%,50%,4%,18%,9%,2%,2.99%,4.94%,0.6051
557,23%,5%,0%,36%,25%,11%,3.83%,5.86%,0.6526
558,0%,52%,3%,9%,31%,5%,2.87%,4.25%,0.6747
559,13%,1%,13%,46%,13%,14%,3.79%,7.41%,0.5110
560,1%,3%,10%,70%,12%,4%,3.24%,9.94%,0.3253
561,26%,23%,14%,0%,33%,4%,4.62%,7.45%,0.6196
562,28%,14%,48%,5%,2%,3%,5.54%,11.93%,0.4641
563,34%,38%,13%,5%,2%,8%,3.91%,8.31%,0.4697
564,6%,5%,14%,44%,23%,8%,3.83%,7.52%,0.5084
565,2%,55%,4%,0%,2%,37%,2.07%,2.97%,0.6949
566,16%,7%,54%,21%,2%,0%,5.47%,12.73%,0.4296
